[1/10000]: param_kd=01, param_n=01, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[6257/10000]: param_kd=08, param_n=03, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[6258/10000]: param_kd=07, param_n=07, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[6259/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[6260/10000]: param_kd=06, param_n=09, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[6261/10000]: param_kd=06, param_n=05, param_alpha=03, param_delta=0.900 -> accuracy=0.4
[6262/10000]: param_kd=07, param_n=03, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[6263/10000]: param_kd=06, param_n=04, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[6264/10000]: param_kd=07, param_n=09, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[6265/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[6266/10000]: param_kd=07, param_n=10, param_alpha=06, param_delta=0.600 -> accuracy=0.4
[6267/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[6268/10000]: param_kd=07, param_n=01, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[6269/10000]: param_kd=06, param_n=02, param_alpha=08, param_delta=0.700 -> accuracy=0.4
[6270/10000]: param_kd=06, param_n=04, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[6271/10000]: param_kd=08, param_n=05, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[6272/10000]: param_kd=06, param_n=08, param_alpha=03, param_delta=0.700 -> accuracy=0.4
[6273/10000]: param_kd=07, param_n=09, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[6274/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[6275/10000]: param_kd=07, param_n=05, param_alpha=09, param_delta=0.700 -> accuracy=0.4
[6276/10000]: param_kd=06, param_n=04, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[6277/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[6278/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[6279/10000]: param_kd=07, param_n=09, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[6280/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.200 -> accuracy=1.0
[6281/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.000 -> accuracy=0.4
[6282/10000]: param_kd=07, param_n=07, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[6283/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[6284/10000]: param_kd=06, param_n=04, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[6285/10000]: param_kd=07, param_n=01, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[6286/10000]: param_kd=07, param_n=03, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[6287/10000]: param_kd=06, param_n=09, param_alpha=08, param_delta=0.900 -> accuracy=0.4
[6288/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[6289/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[6290/10000]: param_kd=07, param_n=09, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[6291/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[6292/10000]: param_kd=07, param_n=10, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[6293/10000]: param_kd=06, param_n=02, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[6294/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[6295/10000]: param_kd=06, param_n=08, param_alpha=03, param_delta=0.800 -> accuracy=0.4
[6296/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.100 -> accuracy=0.4
[6297/10000]: param_kd=07, param_n=05, param_alpha=09, param_delta=0.800 -> accuracy=0.4
[6298/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.100 -> accuracy=0.4
[6299/10000]: param_kd=07, param_n=09, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[6300/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.200 -> accuracy=0.4
[6301/10000]: param_kd=07, param_n=01, param_alpha=07, param_delta=0.700 -> accuracy=0.4
[6302/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[6303/10000]: param_kd=07, param_n=03, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[6304/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.300 -> accuracy=1.0
[6305/10000]: param_kd=06, param_n=02, param_alpha=08, param_delta=0.900 -> accuracy=0.4
[6306/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.000 -> accuracy=0.4
[6307/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[6308/10000]: param_kd=06, param_n=08, param_alpha=03, param_delta=0.900 -> accuracy=0.4
[6309/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[6310/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[6311/10000]: param_kd=07, param_n=10, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[6312/10000]: param_kd=07, param_n=01, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[6313/10000]: param_kd=06, param_n=06, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[6314/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[6315/10000]: param_kd=07, param_n=05, param_alpha=09, param_delta=0.900 -> accuracy=0.4
[6316/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.200 -> accuracy=0.4
[6317/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.200 -> accuracy=0.4
[6318/10000]: param_kd=06, param_n=02, param_alpha=09, param_delta=0.000 -> accuracy=0.4
[6319/10000]: param_kd=07, param_n=03, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[6320/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[6321/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.100 -> accuracy=1.0
[6322/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.000 -> accuracy=0.4
[6323/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[6324/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.000 -> accuracy=0.4
[6325/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[6326/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[6327/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[6328/10000]: param_kd=07, param_n=01, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[6329/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.200 -> accuracy=0.4
[6330/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.100 -> accuracy=0.4
[6331/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.400 -> accuracy=0.4
[6332/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[6333/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[6334/10000]: param_kd=08, param_n=06, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[6335/10000]: param_kd=07, param_n=10, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[6336/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.100 -> accuracy=1.0
[6337/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[6338/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[6339/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[6340/10000]: param_kd=07, param_n=03, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[6341/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.100 -> accuracy=0.4
[6342/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[6343/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[6344/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[6345/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[6346/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[6347/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.200 -> accuracy=1.0
[6348/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.500 -> accuracy=0.4
[6349/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[6350/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[6351/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[6352/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[6353/10000]: param_kd=08, param_n=06, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[6354/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[6355/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.200 -> accuracy=0.4
[6356/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.100 -> accuracy=0.4
[6357/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.400 -> accuracy=0.4
[6358/10000]: param_kd=07, param_n=10, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[6359/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[6360/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[6361/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.600 -> accuracy=0.4
[6362/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[6363/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[6364/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[6365/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.400 -> accuracy=0.4
[6366/10000]: param_kd=08, param_n=06, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[6367/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.200 -> accuracy=1.0
[6368/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[6369/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[6370/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.200 -> accuracy=0.4
[6371/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.300 -> accuracy=1.0
[6372/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[6373/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[6374/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.700 -> accuracy=0.4
[6375/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[6376/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[6377/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[6378/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[6379/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[6380/10000]: param_kd=08, param_n=06, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[6381/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.500 -> accuracy=0.4
[6382/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[6383/10000]: param_kd=07, param_n=10, param_alpha=07, param_delta=0.100 -> accuracy=1.0
[6384/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.300 -> accuracy=0.4
[6385/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.700 -> accuracy=0.4
[6386/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[6387/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.800 -> accuracy=0.4
[6388/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[6389/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[6390/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.200 -> accuracy=0.4
[6391/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[6392/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[6393/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[6394/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.300 -> accuracy=0.4
[6395/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.400 -> accuracy=0.4
[6396/10000]: param_kd=06, param_n=07, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[6397/10000]: param_kd=08, param_n=06, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[6398/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.600 -> accuracy=0.4
[6399/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.400 -> accuracy=0.4
[6400/10000]: param_kd=08, param_n=02, param_alpha=03, param_delta=0.900 -> accuracy=0.4
[6401/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[6402/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[6403/10000]: param_kd=06, param_n=07, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[6404/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[6405/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[6406/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.700 -> accuracy=0.4
[6407/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[6408/10000]: param_kd=07, param_n=10, param_alpha=07, param_delta=0.200 -> accuracy=1.0
[6409/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[6410/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[6411/10000]: param_kd=08, param_n=06, param_alpha=05, param_delta=0.100 -> accuracy=0.4
[6412/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.700 -> accuracy=0.4
[6413/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[6414/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.500 -> accuracy=0.4
[6415/10000]: param_kd=08, param_n=02, param_alpha=04, param_delta=0.000 -> accuracy=0.4
[6416/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.400 -> accuracy=0.4
[6417/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[6418/10000]: param_kd=07, param_n=04, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[6419/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[6420/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.400 -> accuracy=0.4
[6421/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[6422/10000]: param_kd=06, param_n=07, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[6423/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[6424/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.100 -> accuracy=0.4
[6425/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.800 -> accuracy=0.4
[6426/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[6427/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[6428/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.600 -> accuracy=0.4
[6429/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[6430/10000]: param_kd=08, param_n=02, param_alpha=04, param_delta=0.100 -> accuracy=0.4
[6431/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.200 -> accuracy=0.4
[6432/10000]: param_kd=08, param_n=06, param_alpha=05, param_delta=0.200 -> accuracy=0.4
[6433/10000]: param_kd=08, param_n=05, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[6434/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[6435/10000]: param_kd=07, param_n=10, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[6436/10000]: param_kd=07, param_n=09, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[6437/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.500 -> accuracy=0.4
[6438/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.300 -> accuracy=0.4
[6439/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.400 -> accuracy=0.4
[6440/10000]: param_kd=06, param_n=04, param_alpha=03, param_delta=0.900 -> accuracy=0.4
[6441/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.500 -> accuracy=0.4
[6442/10000]: param_kd=07, param_n=05, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[6443/10000]: param_kd=06, param_n=07, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[6444/10000]: param_kd=06, param_n=05, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[6445/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.500 -> accuracy=0.4
[6446/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.700 -> accuracy=0.4
[6447/10000]: param_kd=08, param_n=02, param_alpha=04, param_delta=0.200 -> accuracy=0.4
[6448/10000]: param_kd=07, param_n=09, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[6449/10000]: param_kd=08, param_n=05, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[6450/10000]: param_kd=08, param_n=03, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[6451/10000]: param_kd=07, param_n=06, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[6452/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.600 -> accuracy=0.4
[6453/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.700 -> accuracy=0.4
[6454/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.600 -> accuracy=0.4
[6455/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[6456/10000]: param_kd=08, param_n=06, param_alpha=05, param_delta=0.300 -> accuracy=0.4
[6457/10000]: param_kd=07, param_n=06, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[6458/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.700 -> accuracy=0.4
[6459/10000]: param_kd=06, param_n=04, param_alpha=04, param_delta=0.000 -> accuracy=0.4
[6460/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[6461/10000]: param_kd=07, param_n=06, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[6462/10000]: param_kd=06, param_n=05, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[6463/10000]: param_kd=07, param_n=09, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[6464/10000]: param_kd=07, param_n=01, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[6465/10000]: param_kd=07, param_n=10, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[6466/10000]: param_kd=08, param_n=05, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[6467/10000]: param_kd=08, param_n=02, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[6468/10000]: param_kd=07, param_n=04, param_alpha=08, param_delta=0.900 -> accuracy=0.4
[6469/10000]: param_kd=06, param_n=07, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[6470/10000]: param_kd=07, param_n=06, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[6471/10000]: param_kd=07, param_n=03, param_alpha=03, param_delta=0.700 -> accuracy=0.4
[6472/10000]: param_kd=07, param_n=04, param_alpha=09, param_delta=0.000 -> accuracy=0.4
[6473/10000]: param_kd=06, param_n=09, param_alpha=09, param_delta=0.600 -> accuracy=0.4
[6474/10000]: param_kd=08, param_n=03, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[6475/10000]: param_kd=07, param_n=07, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[6476/10000]: param_kd=06, param_n=08, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[6477/10000]: param_kd=07, param_n=04, param_alpha=09, param_delta=0.100 -> accuracy=0.4
[6478/10000]: param_kd=08, param_n=06, param_alpha=05, param_delta=0.400 -> accuracy=0.4
